선수ID,포지션구분,팀명,선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
65933,투수,NC 다이노스,구창모,59,1997년 02월 17일,투수(좌투좌타),183cm/85kg,천안남산초-덕수중-울산공고-NC-상무,15000만원,90000만원,15 NC 2차 1라운드 3순위,15NC
