선수ID,포지션구분,팀명,선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
76232,타자,두산 베어스,양의지,25,1987년 06월 05일,포수(우투우타),180cm/95kg,송정동초-무등중-진흥고-두산-경찰-두산-NC,3000만원,420000만원,06 두산 2차 8라운드 59순위,06두산
