선수ID,포지션구분,팀명,선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
65653,타자,KIA 타이거즈,김호령,27,1992년 04월 30일,외야수(우투우타),178cm/85kg,관산초-안산중앙중-군산상고-동국대-KIA-경찰,3000만원,25000만원,15 KIA 2차 10라운드 102순위,15KIA
